iter	Passed	Remaining
618	1026	631
619	1027	629
620	1027	627
621	1028	625
622	1029	623
623	1030	621
624	1031	618
625	1032	616
626	1033	614
627	1034	612
628	1035	610
629	1035	608
630	1036	606
631	1037	604
632	1038	602
633	1039	599
634	1040	597
635	1041	595
636	1041	593
637	1042	591
638	1043	589
639	1044	587
640	1044	585
641	1045	583
642	1046	580
643	1047	578
644	1047	576
645	1048	574
646	1049	572
647	1050	570
648	1051	568
649	1052	566
650	1053	564
651	1053	562
652	1054	560
653	1055	558
654	1056	556
655	1057	554
656	1057	552
657	1058	550
658	1059	548
659	1060	546
660	1061	544
661	1062	542
662	1063	540
663	1064	538
664	1065	536
665	1066	534
666	1067	532
667	1067	530
668	1068	528
669	1069	526
670	1070	524
671	1070	522
672	1071	520
673	1072	518
674	1073	517
675	1074	515
676	1075	513
677	1076	511
678	1077	509
679	1078	507
680	1078	505
681	1079	503
682	1080	501
683	1081	499
684	1082	497
685	1083	495
686	1084	494
687	1085	492
688	1086	490
689	1087	488
690	1088	486
691	1089	484
692	1090	482
693	1091	481
694	1091	479
695	1092	477
696	1093	475
697	1095	473
698	1096	471
699	1097	470
700	1098	468
701	1099	466
702	1100	464
703	1101	462
704	1101	461
705	1102	459
706	1103	457
707	1104	455
708	1105	453
709	1107	452
710	1108	450
711	1109	448
712	1110	447
713	1112	445
714	1113	443
715	1114	442
716	1116	440
717	1118	439
718	1119	437
719	1120	435
720	1122	434
721	1123	432
722	1125	431
723	1126	429
724	1128	428
725	1130	426
726	1131	424
727	1132	423
728	1134	421
729	1135	420
730	1136	418
731	1138	416
732	1139	415
733	1141	413
734	1143	412
735	1145	410
736	1146	409
737	1147	407
738	1148	405
739	1149	403
740	1151	402
741	1152	400
742	1153	399
743	1154	397
744	1156	395
745	1157	393
746	1158	392
747	1158	390
748	1159	388
749	1160	386
750	1161	385
751	1162	383
752	1164	381
753	1165	380
754	1166	378
755	1167	376
756	1168	375
757	1169	373
758	1170	371
759	1170	369
760	1172	368
761	1173	366
762	1174	364
763	1175	363
764	1176	361
765	1177	359
766	1177	357
767	1178	356
768	1179	354
769	1180	352
770	1181	350
771	1181	349
772	1183	347
773	1184	345
774	1185	344
775	1185	342
776	1186	340
777	1187	338
778	1188	337
779	1189	335
780	1189	333
781	1190	331
782	1191	330
783	1192	328
784	1193	326
785	1194	325
786	1195	323
787	1196	321
788	1197	320
789	1197	318
790	1198	316
791	1199	314
792	1200	313
793	1201	311
794	1202	310
795	1203	308
796	1203	306
797	1205	305
798	1206	303
799	1207	301
800	1208	300
801	1209	298
802	1210	296
803	1210	295
804	1211	293
805	1212	291
806	1213	290
807	1214	288
808	1215	286
809	1217	285
810	1218	283
811	1219	282
812	1220	280
813	1221	279
814	1221	277
815	1222	275
816	1223	274
817	1225	272
818	1227	271
819	1228	269
820	1230	268
821	1231	266
822	1231	264
823	1232	263
824	1233	261
825	1234	260
826	1235	258
827	1238	257
828	1239	255
829	1240	254
830	1242	252
831	1243	251
832	1244	249
833	1245	247
834	1246	246
835	1248	245
836	1250	243
837	1251	241
838	1252	240
839	1254	238
840	1254	237
841	1255	235
842	1257	234
843	1258	232
844	1260	231
845	1260	229
846	1261	227
847	1262	226
848	1263	224
849	1265	223
850	1266	221
851	1267	220
852	1268	218
853	1269	217
854	1271	215
855	1271	213
856	1273	212
857	1274	210
858	1275	209
859	1276	207
860	1277	206
861	1278	204
862	1280	203
863	1281	201
864	1282	200
865	1283	198
866	1284	197
867	1285	195
868	1287	194
869	1288	192
870	1289	190
871	1290	189
872	1291	187
873	1293	186
874	1294	184
875	1295	183
876	1297	181
877	1298	180
878	1299	178
879	1300	177
880	1301	175
881	1302	174
882	1303	172
883	1305	171
884	1306	169
885	1307	168
886	1307	166
887	1308	165
888	1309	163
889	1310	161
890	1311	160
891	1312	158
892	1314	157
893	1315	155
894	1316	154
895	1318	152
896	1319	151
897	1320	150
898	1321	148
899	1322	146
900	1324	145
901	1325	144
902	1326	142
903	1328	141
904	1329	139
905	1330	138
906	1331	136
907	1332	135
908	1333	133
909	1335	132
910	1336	130
911	1337	129
912	1339	127
913	1340	126
914	1341	124
915	1342	123
916	1343	121
917	1344	120
918	1346	118
919	1347	117
920	1348	115
921	1350	114
922	1351	112
923	1352	111
924	1352	109
925	1353	108
926	1354	106
927	1356	105
928	1357	103
929	1358	102
930	1359	100
931	1361	99
932	1362	97
933	1363	96
934	1364	94
935	1365	93
936	1366	91
937	1368	90
938	1370	89
939	1371	87
940	1372	86
941	1373	84
942	1374	83
943	1375	81
944	1377	80
945	1379	78
946	1381	77
947	1382	75
948	1383	74
949	1384	72
950	1385	71
951	1387	69
952	1388	68
953	1389	66
954	1390	65
955	1391	64
956	1392	62
957	1393	61
958	1394	59
959	1396	58
960	1397	56
961	1399	55
962	1400	53
963	1401	52
964	1403	50
965	1405	49
966	1406	47
967	1407	46
968	1410	45
969	1411	43
970	1412	42
971	1413	40
972	1414	39
973	1416	37
974	1417	36
975	1419	34
976	1421	33
977	1423	32
978	1424	30
979	1426	29
980	1427	27
981	1428	26
982	1431	24
983	1433	23
984	1434	21
985	1436	20
986	1437	18
987	1438	17
988	1440	16
989	1442	14
990	1444	13
991	1446	11
992	1447	10
993	1449	8
994	1450	7
995	1451	5
996	1454	4
997	1455	2
998	1457	1
999	1459	0
